"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"","low","500.3","315.4","3,526.4","19.8","17.8","16.0","43.0","0.0","4.8","241.0"
"Matthew Stafford","LAR","529.0","351.0","3,985.2","24.3","13.2","31.1","75.3","1.0","2.8","251.5"
"","high","560.5","372.8","4,272.8","26.5","10.6","38.3","123.3","1.3","1.0","253.5"
"","low","496.8","329.8","3,707.0","20.7","17.0","27.6","49.0","0.9","4.0","241.0"
"Brock Purdy","SF","435.9","287.5","3,399.7","24.3","10.0","38.4","121.7","2.3","1.4","246.4"
"","high","542.7","351.7","3,743.1","26.2","6.7","41.4","216.5","3.3","0.8","286.0"
"","low","356.9","242.9","2,987.7","18.8","13.3","35.2","44.0","1.3","2.0","239.7"
"Bryce Young","CAR","531.4","334.8","3,694.6","21.0","13.4","52.9","205.2","1.7","2.3","244.2"
"","high","547.0","350.5","3,878.0","23.7","11.9","72.0","284.5","2.0","0.9","269.0"
"","low","519.3","321.5","3,559.9","17.9","15.7","31.0","138.0","1.0","3.9","228.1"
"C.J. Stroud","HOU","523.9","329.8","3,476.0","19.6","14.2","52.0","186.5","1.5","2.5","226.2"
"","high","548.0","344.6","3,612.4","21.4","11.6","68.9","304.4","2.0","0.8","236.1"
"","low","504.2","308.3","3,287.9","16.7","18.0","33.0","109.0","1.0","3.8","216.0"
"Jimmy Garoppolo","LV","479.4","315.8","3,515.7","20.9","11.8","30.9","71.0","1.6","2.3","224.2"
"","high","576.2","380.8","3,888.0","25.3","10.8","34.2","134.8","2.0","1.0","250.3"
"","low","371.7","248.7","3,110.7","16.3","13.0","26.0","40.0","1.1","3.5","175.1"
"Ryan Tannehill","TEN","444.6","290.3","3,243.2","19.2","11.5","44.1","176.6","2.6","2.1","224.1"
"","high","500.4","327.3","3,769.1","22.5","8.8","46.8","192.4","4.2","0.8","243.1"
"","low","385.9","254.7","2,843.5","17.1","18.0","40.4","152.4","1.4","3.1","192.9"
"Mac Jones","NE","500.3","326.9","3,467.9","19.7","13.4","51.0","155.1","1.3","2.1","223.0"
"","high","562.2","364.2","3,810.5","23.8","11.7","56.0","211.3","2.0","1.2","250.6"
"","low","441.7","293.8","3,080.1","14.9","17.0","46.9","123.7","0.5","3.2","170.0"
"Kyler Murray","ARI","456.7","301.2","2,859.7","14.5","10.2","81.7","430.9","3.1","1.9","220.4"
"","high","576.0","370.0","3,475.0","18.0","6.5","97.0","557.0","4.0","0.6","267.0"
"","low","343.4","227.0","2,050.0","12.6","20.0","58.7","329.3","2.3","2.9","168.3"
"Sam Howell","WAS","510.2","320.0","3,159.3","17.4","13.1","52.1","215.2","1.8","2.4","210.4"
"","high","545.6","345.7","3,691.4","22.1","8.6","66.0","297.0","2.6","0.7","247.2"
"","low","444.5","278.1","2,090.1","10.6","17.0","37.0","104.7","1.0","3.6","148.3"
"Desmond Ridder","ATL","448.3","275.1","2,966.3","17.1","11.1","44.4","190.6","1.5","3.0","198.3"
"","high","502.3","310.9","3,275.1","21.0","9.0","48.1","279.3","2.1","1.1","220.0"
"","low","388.8","241.0","2,755.7","13.5","15.3","39.4","97.3","1.0","4.0","163.8"
"Baker Mayfield","TB","483.9","298.5","3,115.0","16.4","12.2","37.0","126.0","1.1","2.1","193.4"
"","high","594.3","372.0","3,920.5","23.9","9.0","44.0","188.5","1.7","0.8","241.0"
"","low","348.2","219.0","2,412.0","11.6","16.5","30.4","72.0","0.7","3.0","139.4"
"Kyle Trask","TB","240.3","146.2","1,384.2","5.7","6.6","20.6","44.0","0.3","1.2","75.4"
"","high","332.5","197.9","1,906.5","8.1","3.0","37.7","73.9","0.6","0.0","72.0"
"","low","148.0","88.0","834.0","3.8","11.5","5.0","14.0","0.0","2.5","42.0"
"Jacoby Brissett","WAS","188.0","107.4","1,196.3","4.2","3.9","20.3","86.9","0.8","1.6","71.3"
"","high","398.8","218.7","2,032.6","9.4","1.0","42.5","150.9","1.6","0.0","116.9"
"","low","26.0","16.0","173.0","1.0","6.1","3.0","12.0","0.0","4.5","6.0"
"Colt McCoy","ARI","150.0","98.1","1,098.3","4.0","4.5","18.7","57.7","0.4","1.0","61.6"
"","high","223.8","146.0","1,854.8","8.8","2.0","38.5","100.1","0.9","0.0","111.1"
"","low","59.0","36.0","336.0","0.9","7.0","6.0","20.0","0.0","1.9","13.0"
"Will Levis","TEN","144.0","88.7","1,033.6","3.9","4.6","18.4","59.5","0.4","0.9","58.8"
"","high","318.1","195.4","1,959.3","7.3","1.0","43.1","110.2","0.9","0.0","84.1"
"","low","24.0","15.0","171.0","1.0","8.3","0.0","1.0","0.0","2.4","6.0"
"Trey Lance","SF","137.0","85.4","839.3","3.1","3.8","25.2","96.1","0.5","0.8","53.0"
"","high","346.3","213.8","2,240.2","6.0","0.0","60.0","212.9","0.8","0.0","111.6"
"","low","4.0","3.0","31.0","0.0","10.9","1.0","5.0","0.0","2.7","0.0"
"Brian Hoyer","LV","105.4","64.0","797.7","4.0","4.5","12.9","36.1","0.3","0.8","47.1"
"","high","123.1","70.4","1,217.1","6.3","2.0","26.7","70.6","0.8","0.0","75.8"
"","low","89.0","56.0","625.2","1.3","8.2","3.0","7.0","0.0","1.8","16.2"
"Taylor Heinicke","ATL","97.0","57.5","684.8","3.3","3.9","16.8","52.8","0.2","1.2","40.9"
"","high","132.1","74.4","856.4","4.5","1.0","30.3","83.6","0.6","0.1","45.9"
"","low","41.0","26.0","294.0","2.0","8.5","6.0","26.0","0.0","2.7","13.0"
"Gardner Minshew II","IND","77.3","48.4","715.2","2.7","2.4","10.9","42.8","0.2","1.2","40.2"
"","high","152.9","94.5","1,240.4","7.1","1.0","20.3","59.2","0.7","0.5","81.8"
"","low","20.0","13.0","128.0","0.2","4.0","5.0","21.0","0.0","2.6","5.0"
"Sam Darnold","SF","146.5","84.5","653.7","2.2","4.2","18.4","48.6","0.1","1.1","34.3"
"","high","347.6","195.1","1,891.6","3.5","0.3","44.8","145.1","0.5","0.0","71.4"
"","low","34.0","22.0","47.9","0.2","13.7","4.0","0.2","0.0","3.8","2.5"
"Mike White","MIA","99.3","59.5","615.5","2.5","4.1","12.5","19.9","0.1","0.6","31.9"
"","high","167.0","96.3","870.3","3.3","2.0","29.3","48.9","0.3","0.0","35.5"
"","low","57.0","35.0","430.0","1.4","8.8","3.0","5.0","0.0","1.9","18.0"
"Clayton Tune","ARI","107.3","64.5","643.4","1.1","3.9","16.0","43.4","0.3","1.1","29.9"
"","high","145.0","86.1","809.2","2.2","2.0","24.7","53.6","0.3","0.5","25.2"
"","low","69.7","42.8","477.6","0.0","5.9","7.4","33.3","0.2","1.7","25.2"
"Bailey Zappe","NE","103.8","62.8","592.7","2.0","3.8","14.7","25.2","0.2","1.1","29.3"
"","high","185.7","107.4","975.9","3.5","1.0","29.4","50.2","0.3","0.2","30.4"
"","low","21.0","13.0","135.0","1.0","9.0","4.0","4.0","0.0","2.0","4.0"
"Davis Mills","HOU","84.6","49.6","515.7","1.6","4.0","14.5","31.7","0.2","0.6","26.4"
"","high","165.9","92.4","820.7","3.1","1.0","33.0","61.6","0.4","0.0","39.7"
"","low","22.0","14.0","137.0","0.0","10.7","5.0","18.0","0.0","1.8","7.0"
"Tyrod Taylor","NYG","42.0","27.2","285.9","2.0","1.3","14.3","59.2","0.2","0.3","24.9"
"","high","67.3","42.1","452.2","3.3","0.0","29.4","145.3","0.5","0.0","24.7"
"","low","21.0","14.0","135.0","1.0","1.9","5.0","22.0","0.0","0.6","9.0"
"Andy Dalton","CAR","74.7","46.0","430.9","1.9","2.8","9.2","18.6","0.1","0.4","23.4"
"","high","133.2","80.7","712.7","2.4","1.0","18.0","30.5","0.2","0.0","23.8"
"","low","21.0","13.0","154.0","1.0","6.7","4.0","7.9","0.0","1.2","7.0"
"Tyler Huntley","BAL","58.4","35.6","312.4","1.3","1.5","24.3","69.1","0.2","0.5","23.2"
"","high","89.5","53.7","436.5","2.8","1.0","52.7","162.1","0.5","0.0","27.2"
"","low","22.0","13.0","151.0","0.0","2.0","5.0","25.0","0.0","1.2","7.0"
"Marcus Mariota","PHI","52.8","33.7","303.2","1.2","1.3","18.2","52.1","0.3","0.4","22.1"
"","high","77.0","49.4","465.8","3.4","0.0","35.3","103.1","1.0","0.0","20.4"
"","low","21.0","14.0","125.2","0.0","2.9","6.0","4.7","0.0","0.8","8.5"
"Brett Rypien","LAR","57.4","32.4","430.8","2.0","5.6","26.2","27.2","0.1","0.9","21.2"
"","high","57.4","32.4","580.3","2.6","3.8","26.2","39.1","0.3","0.2","30.0"
"","low","57.4","32.4","281.4","1.3","7.4","26.2","15.3","0.0","1.6","5.4"
"Sean Clifford","GB","53.2","32.7","374.3","1.6","2.6","8.8","20.0","0.2","0.6","20.7"
"","high","76.7","44.9","496.7","2.9","1.0","19.4","39.5","0.4","0.0","27.2"
"","low","16.0","10.0","113.0","0.0","5.1","1.0","4.0","0.0","1.5","6.0"
"Mitch Trubisky","PIT","53.9","36.8","327.0","1.3","1.7","9.9","26.6","0.3","0.2","20.5"
"","high","70.0","50.9","452.3","2.7","1.0","17.4","40.5","0.5","0.0","19.0"
"","low","23.0","15.0","148.0","0.0","2.9","5.0","19.0","0.0","0.5","7.0"
"Hendon Hooker","DET","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","19.9"
"","high","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","16.2"
"","low","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","16.2"
"P.J. Walker","CHI","88.8","45.2","381.5","1.5","4.0","10.1","21.8","0.1","0.4","19.4"
"","high","162.7","73.5","624.3","2.8","1.6","22.4","53.5","0.3","0.0","15.3"
"","low","42.0","25.0","190.3","0.6","10.5","2.0","0.6","0.0","1.0","8.4"
"Easton Stick","LAC","38.4","24.2","286.9","1.8","1.5","4.0","10.4","0.3","0.2","19.3"
"","high","38.4","24.2","315.8","2.0","1.0","4.0","15.9","0.4","0.1","18.6"
"","low","38.4","24.2","258.0","1.6","1.9","4.0","5.0","0.2","0.3","18.6"
"Teddy Bridgewater","DET","65.3","35.4","358.7","1.2","1.6","5.2","14.6","0.1","0.2","19.3"
"","high","139.9","69.1","543.8","2.2","0.0","7.7","21.0","0.2","0.0","26.0"
"","low","23.0","15.0","173.0","0.0","3.6","2.9","7.5","0.0","0.6","9.0"
"Jameis Winston","NO","38.0","26.2","321.6","1.5","1.4","4.6","9.4","0.2","0.2","19.2"
"","high","56.0","39.3","623.7","2.8","0.0","5.0","19.0","0.5","0.0","28.9"
"","low","20.0","13.0","156.0","0.7","3.1","4.1","2.8","0.0","0.5","9.0"
"Trevor Siemian","CIN","68.6","41.6","347.6","1.7","2.7","11.7","17.3","0.1","0.5","19.1"
"","high","111.0","63.4","561.6","3.0","0.9","27.0","42.5","0.2","0.0","23.0"
"","low","37.9","23.5","171.7","0.6","8.0","4.0","0.2","0.0","1.8","8.7"
"Blaine Gabbert","KC","49.1","28.9","326.4","1.7","2.6","10.9","20.8","0.1","0.5","18.9"
"","high","82.2","46.6","452.2","2.3","0.0","25.7","39.1","0.3","0.0","27.3"
"","low","26.0","16.0","180.0","1.0","7.6","3.0","8.4","0.0","1.7","8.0"
"Nick Mullens","MIN","43.3","32.5","327.5","1.9","2.1","4.7","8.6","0.1","0.7","18.7"
"","high","66.5","55.2","427.9","2.7","1.0","8.2","16.0","0.2","0.2","26.8"
"","low","26.0","18.0","189.0","1.0","3.7","2.0","4.2","0.0","1.2","4.0"
"Zach Wilson","NYJ","94.1","52.5","472.6","0.8","5.2","5.4","13.4","0.2","0.5","18.4"
"","high","154.7","84.2","865.5","1.6","0.8","8.2","28.6","0.2","0.1","20.4"
"","low","33.5","20.8","228.1","0.0","13.5","2.6","0.6","0.1","1.4","16.5"
"Jarrett Stidham","DEN","56.0","30.1","310.6","1.8","2.4","5.5","11.5","0.1","0.4","18.3"
"","high","113.8","56.6","579.3","3.7","0.0","9.2","21.0","0.2","0.0","22.1"
"","low","22.0","14.0","164.0","0.8","6.9","3.3","5.3","0.0","0.9","9.0"
"Joshua Dobbs","CLE","56.0","32.7","332.3","1.3","3.0","12.3","27.0","0.1","0.6","17.9"
"","high","111.0","63.4","561.6","1.6","0.9","27.0","42.5","0.3","0.0","22.9"
"","low","23.0","14.0","159.0","1.0","8.0","4.8","20.3","0.0","1.8","7.0"
"Drew Lock","SEA","50.8","27.8","318.1","1.6","2.7","5.5","16.1","0.1","0.5","17.5"
"","high","96.7","47.0","529.2","2.0","0.9","8.9","18.0","0.3","0.0","21.4"
"","low","22.0","15.0","163.0","1.0","7.1","3.6","14.6","0.0","1.7","7.0"
"C.J. Beathard","JAC","49.7","29.0","314.1","1.5","2.9","11.4","19.6","0.1","0.5","17.2"
"","high","90.7","51.5","453.0","1.9","0.7","26.5","40.8","0.3","0.0","25.0"
"","low","24.0","14.0","146.0","1.0","7.8","3.7","5.0","0.0","1.7","6.0"
"Stetson Bennett","LAR","73.7","45.7","349.6","0.9","2.2","9.7","18.7","0.1","0.5","17.0"
"","high","130.4","77.2","720.8","2.6","0.2","22.7","48.7","0.2","0.0","21.6"
"","low","16.0","11.0","42.6","0.0","5.7","1.0","0.3","0.0","1.6","2.1"
"Cooper Rush","DAL","35.1","21.8","274.3","1.5","1.3","2.5","5.0","0.0","0.1","16.1"
"","high","47.2","30.5","361.4","1.9","1.0","5.0","11.0","0.1","0.0","19.7"
"","low","23.0","13.0","146.0","1.0","1.5","0.0","0.0","0.0","0.3","6.0"
"David Blough","ARI","86.0","52.0","307.6","1.2","2.0","7.0","12.8","0.0","0.5","15.6"
"","high","86.0","52.0","494.0","2.0","1.0","7.0","25.0","0.1","0.1","18.0"
"","low","86.0","52.0","121.1","0.5","3.0","7.0","0.6","0.0","1.0","5.4"
"Kyle Allen","BUF","61.1","37.9","409.6","1.2","5.2","10.3","25.6","0.2","2.3","15.0"
"","high","99.2","61.7","654.1","1.4","1.0","18.6","39.1","0.3","0.0","13.6"
"","low","23.0","14.0","165.0","1.0","9.3","2.0","12.0","0.0","4.5","6.0"
"Matt Corral","CAR","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","13.5"
"","high","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","10.8"
"","low","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","10.8"
"Malik Willis","TEN","85.6","48.9","332.7","0.5","3.4","15.9","22.0","0.0","0.7","12.9"
"","high","151.1","86.8","779.6","1.3","0.7","27.8","45.6","0.1","0.0","21.6"
"","low","20.0","11.0","93.5","0.0","8.5","4.0","1.3","0.0","1.9","1.0"
"Aidan O'Connell","LV","61.7","36.5","281.4","0.5","2.1","10.8","16.9","0.1","0.6","12.5"
"","high","105.3","62.0","573.8","1.0","0.0","20.6","43.1","0.2","0.0","16.2"
"","low","18.0","11.0","132.0","0.0","5.4","1.0","3.7","0.0","1.6","7.6"
"Dorian Thompson-Robinson","CLE","52.1","31.1","294.8","0.5","2.6","10.3","22.1","0.1","0.8","12.5"
"","high","87.2","51.2","470.5","1.0","0.0","19.5","40.1","0.2","0.0","12.6"
"","low","17.0","11.0","119.0","0.0","5.2","1.0","4.0","0.0","1.5","8.0"
"Matt Barkley","BUF","38.7","23.5","214.7","1.0","1.2","3.1","4.7","0.1","0.3","12.3"
"","high","38.7","23.5","251.1","1.6","1.1","3.1","9.4","0.1","0.1","7.9"
"","low","38.7","23.5","178.4","0.5","1.3","3.1","0.0","0.1","0.4","7.9"
"Jaren Hall","MIN","48.4","29.0","276.3","0.5","2.6","10.2","21.3","0.1","0.8","11.7"
"","high","76.7","44.9","411.6","1.0","0.0","19.4","39.5","0.2","0.0","10.8"
"","low","20.0","13.0","141.0","0.0","5.1","1.0","3.0","0.0","1.5","8.0"
"Max Duggan","LAC","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","10.1"
"","high","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"","low","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"Nate Sudfeld","DET","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","10.0"
"","high","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","9.7"
"","low","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","9.7"
"Jake Haener","NO","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","9.1"
"","high","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"","low","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"Skylar Thompson","MIA","82.2","46.6","221.2","0.7","3.9","25.7","19.6","0.0","0.9","8.2"
"","high","82.2","46.6","407.9","1.3","0.3","25.7","39.1","0.0","0.0","9.0"
"","low","82.2","46.6","34.5","0.2","7.6","25.7","0.1","0.0","1.7","1.8"
"Case Keenum","HOU","119.6","59.1","225.4","0.3","1.3","10.0","0.6","0.0","0.8","7.3"
"","high","119.6","59.1","414.2","0.4","0.1","10.0","1.2","0.0","0.0","10.2"
"","low","119.6","59.1","36.5","0.1","2.4","10.0","0.1","0.0","1.6","1.8"
"Tanner McKee","PHI","16.5","9.9","103.7","0.5","2.3","10.9","23.4","0.1","0.7","5.5"
"","high","16.9","10.0","120.0","1.0","0.0","20.7","40.8","0.2","0.0","8.0"
"","low","16.0","9.8","87.4","0.0","4.6","1.0","6.0","0.0","1.3","1.8"
"Tommy DeVito","NYG","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","high","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","low","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"Shane Buechele","KC","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"","high","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"","low","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"Mason Rudolph","PIT","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"","high","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"","low","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"Will Grier","DAL","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","high","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","low","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"Josh Johnson","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
""
""
