"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"","high","538.2","355.8","4,198.7","26.6","10.9","36.0","155.3","2.1","0.6","287.1"
"","low","493.0","318.0","3,679.0","22.2","13.0","34.0","81.7","0.0","4.2","239.7"
"Kenny Pickett","PIT","502.4","317.2","3,312.6","17.4","12.3","67.0","421.3","3.6","1.5","250.6"
"","high","571.0","365.0","3,706.0","21.8","9.2","78.0","1,047.9","7.9","0.7","288.2"
"","low","397.1","233.1","2,209.1","4.9","15.0","58.8","265.5","2.0","3.1","231.6"
"Matthew Stafford","LAR","528.0","350.9","3,984.0","24.4","13.2","30.0","71.3","0.9","2.8","250.5"
"","high","559.5","372.4","4,264.9","26.5","10.6","38.3","123.3","1.3","1.0","304.5"
"","low","496.8","329.8","3,706.0","20.7","17.0","26.0","49.0","0.0","4.0","241.0"
"Jordan Love","GB","544.6","344.3","3,813.9","23.2","14.8","43.0","166.6","1.5","2.6","250.5"
"","high","602.5","382.7","4,298.5","25.7","12.5","53.2","248.7","2.2","1.0","295.2"
"","low","501.1","315.9","3,530.0","19.7","17.8","16.0","43.0","0.0","4.8","241.0"
"Brock Purdy","SF","432.0","282.5","3,369.2","23.6","9.8","36.1","107.0","2.1","1.4","239.9"
"","high","542.7","351.7","3,843.1","26.0","6.7","41.3","216.5","3.3","0.8","286.0"
"","low","356.0","242.4","3,013.9","18.4","12.8","27.0","35.0","1.0","2.0","238.0"
"Bryce Young","CAR","523.8","330.1","3,654.2","20.4","12.9","50.9","199.4","1.6","2.3","239.6"
"","high","547.0","350.5","3,878.0","23.7","10.0","72.0","284.5","2.0","0.9","269.0"
"","low","493.0","311.0","3,450.0","17.0","15.7","31.0","138.0","1.0","3.9","228.1"
"Jimmy Garoppolo","LV","483.4","319.6","3,556.7","21.3","11.6","30.3","66.5","1.5","2.3","227.0"
"","high","576.2","381.5","3,869.6","25.6","10.1","34.2","134.8","2.0","1.0","290.2"
"","low","371.7","248.7","3,110.7","16.3","13.0","26.0","40.0","1.0","3.5","175.1"
"C.J. Stroud","HOU","514.2","322.5","3,419.7","19.3","14.1","49.8","175.5","1.4","2.5","220.8"
"","high","548.0","344.6","3,612.4","21.4","11.2","66.0","304.4","2.0","0.8","262.4"
"","low","491.5","306.3","3,270.1","15.6","18.0","33.0","109.0","1.0","3.8","198.0"
"Ryan Tannehill","TEN","448.3","291.6","3,242.5","18.7","10.8","40.9","161.3","2.3","2.1","219.6"
"","high","500.4","327.3","3,769.1","22.5","7.0","46.7","192.4","4.2","0.8","243.1"
"","low","385.9","254.7","2,843.5","16.3","18.0","28.0","85.0","1.0","3.1","192.9"
"Mac Jones","NE","492.3","322.2","3,436.5","19.1","13.2","50.6","148.9","1.2","2.1","218.6"
"","high","562.2","364.2","3,810.5","23.8","11.7","56.0","211.3","2.0","1.2","250.6"
"","low","441.7","293.8","3,080.1","14.9","17.0","47.0","118.0","0.5","3.2","170.0"
"Kyler Murray","ARI","433.2","285.6","2,782.9","14.3","9.7","79.4","422.2","2.9","1.9","214.8"
"","high","576.0","370.0","3,475.0","18.0","6.5","97.0","557.0","4.0","0.6","267.0"
"","low","340.0","224.0","2,050.0","12.5","20.0","58.8","329.3","2.0","2.9","168.3"
"Sam Howell","WAS","478.0","298.5","3,061.7","17.0","12.4","50.7","211.2","1.7","2.5","204.6"
"","high","565.2","355.4","3,894.6","22.0","8.0","65.8","296.4","2.5","0.7","246.6"
"","low","326.0","196.0","2,090.1","10.6","17.0","37.0","108.5","1.0","3.6","148.3"
"Desmond Ridder","ATL","439.1","270.7","2,923.1","16.5","10.2","39.8","172.4","1.4","3.0","192.5"
"","high","502.3","310.9","3,275.1","22.0","6.0","48.1","279.3","2.1","1.1","226.0"
"","low","391.1","241.0","2,685.0","13.0","15.3","21.0","82.0","1.0","4.0","163.8"
"Baker Mayfield","TB","457.5","281.1","2,990.7","15.9","11.4","33.8","121.3","1.1","2.1","186.4"
"","high","594.3","372.0","3,920.5","24.0","7.0","44.0","188.5","1.7","0.8","241.2"
"","low","349.1","211.0","2,360.0","11.6","16.5","21.0","72.0","0.7","3.0","139.4"
"Jacoby Brissett","WAS","193.5","112.4","1,253.4","5.1","3.9","23.0","90.7","0.8","1.5","77.4"
"","high","385.3","208.1","1,901.5","9.4","1.0","40.4","150.9","1.6","0.0","134.3"
"","low","26.0","16.0","173.0","1.0","5.9","3.0","12.0","0.0","4.4","6.0"
"Kyle Trask","TB","226.5","136.9","1,364.3","6.0","6.5","18.7","50.2","0.2","1.2","76.2"
"","high","332.5","197.9","1,906.5","8.2","3.0","37.7","75.0","0.6","0.0","99.4"
"","low","148.0","88.0","834.0","3.8","11.5","5.0","14.0","0.0","2.5","42.0"
"Colt McCoy","ARI","159.5","103.2","1,151.5","4.5","4.5","16.9","57.5","0.5","0.9","66.4"
"","high","226.0","143.0","1,854.8","8.8","2.0","36.2","100.1","1.0","0.0","119.7"
"","low","59.0","36.0","336.0","0.8","7.0","6.0","20.0","0.0","1.8","13.0"
"Will Levis","TEN","137.4","85.0","993.0","4.0","4.5","18.3","60.5","0.3","0.9","57.5"
"","high","339.5","209.6","2,121.5","7.3","1.0","46.0","120.0","0.9","0.0","93.6"
"","low","24.0","15.0","171.0","1.0","8.6","0.0","1.0","0.0","2.5","6.0"
"Trey Lance","SF","126.7","78.2","802.9","3.0","3.5","23.1","94.3","0.6","0.9","52.1"
"","high","346.3","213.8","2,240.2","6.0","0.0","60.0","212.9","1.0","0.0","111.6"
"","low","4.0","3.0","31.0","0.0","10.9","1.0","5.0","0.0","2.7","0.0"
"Brian Hoyer","LV","97.8","59.4","742.1","4.0","4.0","10.4","32.5","0.2","0.8","44.8"
"","high","123.1","70.4","1,217.1","6.3","2.0","26.7","70.6","0.8","0.0","75.8"
"","low","76.0","46.0","522.0","1.3","8.2","3.0","7.0","0.0","1.8","16.2"
"Taylor Heinicke","ATL","99.2","60.7","706.7","3.8","4.0","18.1","51.1","0.2","1.2","43.4"
"","high","132.1","74.9","856.4","6.0","1.0","30.3","83.6","0.5","0.1","67.7"
"","low","41.0","26.0","294.0","2.0","8.5","6.0","26.0","0.0","2.7","13.0"
"Gardner Minshew II","IND","83.1","52.2","718.6","3.0","2.4","12.7","43.7","0.2","1.3","41.1"
"","high","174.5","108.3","1,240.4","7.1","1.0","23.5","69.2","0.7","0.5","81.8"
"","low","20.0","13.0","128.0","0.4","4.0","5.0","21.0","0.0","3.0","5.0"
"Sam Darnold","SF","126.5","73.7","619.9","2.6","3.7","15.8","45.1","0.1","1.1","34.2"
"","high","347.6","195.1","1,891.6","4.0","0.3","44.8","145.1","0.5","0.0","71.4"
"","low","34.0","22.0","47.9","0.2","13.7","4.0","0.2","0.0","3.8","2.5"
"Mike White","MIA","89.9","53.8","584.3","2.8","3.7","12.6","20.2","0.1","0.6","32.1"
"","high","167.0","96.3","870.3","4.0","2.0","29.3","48.9","0.3","0.0","41.5"
"","low","57.0","35.0","430.0","1.4","8.8","3.0","5.0","0.0","1.9","18.0"
"Bailey Zappe","NE","100.2","60.9","599.0","2.4","3.6","12.0","22.4","0.1","1.1","30.9"
"","high","185.7","107.4","975.9","4.0","1.0","29.4","50.2","0.3","0.2","48.3"
"","low","21.0","13.0","135.0","1.0","9.0","4.0","4.0","0.0","2.0","4.0"
"Clayton Tune","ARI","107.4","64.5","640.2","1.1","3.9","16.0","43.4","0.3","1.1","29.6"
"","high","145.0","86.1","809.2","2.1","2.0","24.7","53.6","0.3","0.5","25.2"
"","low","69.8","42.9","471.1","0.0","5.9","7.4","33.2","0.2","1.7","25.2"
"Davis Mills","HOU","84.3","49.4","514.8","1.7","4.0","14.5","31.8","0.2","0.6","26.5"
"","high","165.9","92.4","820.7","3.1","1.0","33.0","61.6","0.4","0.0","39.7"
"","low","22.0","14.0","137.0","0.0","10.7","5.0","18.0","0.0","1.8","7.0"
"Tyrod Taylor","NYG","42.0","27.1","286.4","2.0","1.3","14.3","59.2","0.2","0.3","24.9"
"","high","67.1","42.0","454.3","3.3","0.0","29.4","145.3","0.5","0.0","24.7"
"","low","21.0","14.0","135.0","1.0","1.9","5.0","22.0","0.0","0.6","9.0"
"Marcus Mariota","PHI","54.7","34.3","325.7","1.6","1.2","15.4","48.9","0.3","0.4","23.8"
"","high","77.0","49.4","465.8","3.4","0.0","35.3","103.1","1.0","0.0","36.5"
"","low","21.0","14.0","125.2","0.0","2.9","6.0","4.7","0.0","0.8","8.5"
"Brett Rypien","LAR","82.2","46.6","494.1","2.0","5.7","25.7","27.2","0.1","1.0","23.5"
"","high","82.2","46.6","580.3","2.6","3.8","25.7","39.1","0.3","0.2","30.0"
"","low","82.2","46.6","407.9","1.3","7.6","25.7","15.3","0.0","1.7","9.0"
"Tyler Huntley","BAL","55.5","34.7","322.5","1.4","1.4","20.7","62.9","0.2","0.5","23.3"
"","high","89.5","53.7","436.5","2.7","1.0","52.7","162.1","0.4","0.0","30.1"
"","low","22.0","13.0","151.0","0.0","2.0","5.0","25.0","0.0","1.2","7.0"
"Andy Dalton","CAR","67.5","41.9","416.3","1.9","2.4","7.4","15.9","0.1","0.4","23.0"
"","high","133.2","80.7","712.7","2.6","1.0","18.0","30.5","0.2","0.0","26.5"
"","low","21.0","13.0","154.0","1.0","6.7","2.0","5.0","0.0","1.2","7.0"
"Mitch Trubisky","PIT","58.4","38.4","357.5","1.6","1.7","8.3","25.3","0.2","0.2","22.4"
"","high","77.0","47.0","525.0","3.0","1.0","15.9","36.4","0.5","0.0","40.7"
"","low","23.0","15.0","148.0","0.0","2.8","5.0","19.0","0.0","0.5","7.0"
"Jarrett Stidham","DEN","58.4","33.4","341.9","2.2","2.1","4.9","10.8","0.1","0.4","21.4"
"","high","113.8","56.6","579.3","4.0","0.0","9.2","21.0","0.2","0.0","40.1"
"","low","22.0","14.0","164.0","0.8","6.9","3.0","5.3","0.0","0.9","9.0"
"Teddy Bridgewater","DET","81.5","42.1","396.4","1.1","1.9","6.4","15.4","0.1","0.2","19.6"
"","high","139.9","69.1","543.8","2.2","0.0","7.7","21.0","0.2","0.0","26.0"
"","low","23.0","15.0","172.0","0.0","3.6","5.0","7.5","0.0","0.6","9.0"
"Zach Wilson","NYJ","154.7","84.2","594.9","0.4","7.4","8.2","14.6","0.2","0.7","19.5"
"","high","154.7","84.2","865.5","0.9","1.3","8.2","28.6","0.2","0.1","20.4"
"","low","154.7","84.2","324.2","0.0","13.5","8.2","0.6","0.2","1.4","16.5"
"Easton Stick","LAC","38.5","24.2","286.3","1.7","1.5","4.0","10.4","0.3","0.2","19.2"
"","high","38.5","24.2","315.8","1.9","1.0","4.0","15.8","0.4","0.1","18.6"
"","low","38.5","24.2","256.8","1.6","1.9","4.0","5.0","0.2","0.3","18.6"
"Jameis Winston","NO","38.0","26.2","321.6","1.5","1.4","4.6","9.4","0.2","0.2","19.2"
"","high","56.0","39.3","623.7","2.8","0.0","5.0","19.0","0.5","0.0","28.9"
"","low","20.0","13.0","156.0","0.7","3.1","4.1","2.8","0.0","0.5","9.0"
"Sean Clifford","GB","43.4","27.0","334.1","1.6","2.5","8.3","19.1","0.2","0.5","19.1"
"","high","67.1","43.5","498.9","2.9","1.0","18.1","36.1","0.4","0.0","27.2"
"","low","16.0","10.0","113.0","0.0","4.8","1.0","4.0","0.0","1.4","5.4"
"Joshua Dobbs","CLE","54.7","32.5","337.2","1.5","2.6","10.7","27.2","0.1","0.6","19.0"
"","high","111.0","63.4","561.6","2.0","0.9","27.0","42.5","0.3","0.0","28.6"
"","low","23.0","14.0","159.0","1.0","8.0","4.8","20.3","0.0","1.8","7.0"
"Hendon Hooker","DET","68.2","40.7","392.8","0.9","3.2","12.5","34.2","0.2","0.9","19.0"
"","high","105.3","62.0","573.8","1.7","0.9","20.6","43.1","0.3","0.2","16.2"
"","low","31.1","19.3","211.8","0.0","5.4","4.4","25.3","0.2","1.6","16.2"
"P.J. Walker","CHI","85.5","43.4","368.7","1.6","4.0","9.9","21.6","0.1","0.4","19.0"
"","high","153.4","68.5","576.4","2.9","1.6","21.9","52.8","0.3","0.0","13.6"
"","low","42.0","25.0","190.3","0.6","10.4","2.0","0.6","0.0","1.0","8.4"
"Nick Mullens","MIN","43.3","32.5","327.4","1.9","2.1","4.7","8.6","0.1","0.7","18.7"
"","high","66.5","55.2","427.9","2.7","1.0","8.2","16.0","0.2","0.2","26.8"
"","low","26.0","18.0","189.0","1.0","3.7","2.0","4.2","0.0","1.2","4.0"
"Stetson Bennett","LAR","66.7","41.5","350.4","1.2","1.7","8.8","18.1","0.1","0.5","18.2"
"","high","120.2","71.1","662.4","2.6","0.0","22.7","48.1","0.2","0.0","28.7"
"","low","16.0","11.0","75.2","0.0","5.6","1.0","0.5","0.0","1.6","3.8"
"Trevor Siemian","CIN","62.0","37.7","320.9","1.7","2.7","11.5","16.8","0.1","0.5","18.1"
"","high","90.7","51.5","453.0","3.0","0.9","26.5","40.8","0.2","0.0","23.0"
"","low","38.2","23.7","171.7","0.6","7.8","4.0","0.2","0.0","1.7","8.7"
"Drew Lock","SEA","52.9","29.0","327.8","1.5","2.7","6.0","16.9","0.1","0.5","17.9"
"","high","103.2","50.6","569.7","1.9","0.9","10.3","18.0","0.3","0.0","21.4"
"","low","22.0","15.0","163.0","1.0","7.2","3.6","15.6","0.0","1.7","7.0"
"C.J. Beathard","JAC","49.7","29.0","314.0","1.5","2.9","11.4","19.6","0.1","0.5","17.2"
"","high","90.7","51.5","453.0","1.9","0.7","26.5","40.8","0.3","0.0","25.0"
"","low","24.0","14.0","146.0","1.0","7.8","3.7","5.0","0.0","1.7","6.0"
"Blaine Gabbert","KC","28.6","17.2","249.1","1.7","2.4","12.4","22.1","0.1","0.5","16.3"
"","high","39.0","24.1","452.2","2.3","0.0","30.3","44.5","0.3","0.0","27.3"
"","low","20.8","11.6","100.1","1.0","7.1","3.0","8.1","0.0","1.6","1.8"
"Cooper Rush","DAL","34.0","21.0","260.8","1.5","1.2","2.9","6.6","0.1","0.2","16.1"
"","high","47.2","30.5","361.4","1.9","0.8","5.0","11.2","0.2","0.0","19.7"
"","low","23.0","13.0","146.0","1.0","1.5","0.0","0.0","0.0","0.3","6.0"
"David Blough","ARI","86.0","52.0","307.1","1.2","2.0","7.0","12.8","0.0","0.5","15.6"
"","high","86.0","52.0","493.0","2.0","1.0","7.0","25.0","0.1","0.1","18.0"
"","low","86.0","52.0","121.1","0.5","3.0","7.0","0.6","0.0","1.0","5.4"
"Matt Corral","CAR","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","13.5"
"","high","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","10.8"
"","low","76.7","44.9","411.6","0.0","5.1","19.4","39.5","0.2","1.5","10.8"
"Kyle Allen","BUF","52.1","32.3","349.9","1.2","5.1","10.6","26.1","0.2","2.2","13.2"
"","high","81.2","50.5","534.7","1.4","1.0","19.1","40.2","0.4","0.0","10.2"
"","low","23.0","14.0","165.0","1.0","9.1","2.0","12.0","0.0","4.4","6.0"
"Malik Willis","TEN","85.6","48.9","333.0","0.5","3.4","15.9","22.0","0.0","0.7","13.0"
"","high","151.1","86.8","779.6","1.3","0.7","27.8","45.6","0.1","0.0","21.6"
"","low","20.0","11.0","93.5","0.0","8.5","4.0","1.3","0.0","1.9","1.0"
"Aidan O'Connell","LV","61.7","36.5","281.4","0.5","2.1","10.8","16.9","0.1","0.6","12.5"
"","high","105.3","62.0","573.8","1.0","0.0","20.6","43.1","0.2","0.0","16.2"
"","low","18.0","11.0","132.0","0.0","5.4","1.0","3.7","0.0","1.6","7.6"
"Dorian Thompson-Robinson","CLE","46.9","28.0","265.3","0.5","2.6","10.2","21.8","0.1","0.8","11.3"
"","high","76.7","44.9","411.6","1.0","0.0","19.4","39.5","0.2","0.0","10.8"
"","low","17.0","11.0","119.0","0.0","5.1","1.0","4.0","0.0","1.5","8.0"
"Jaren Hall","MIN","44.4","26.6","253.9","0.5","2.5","9.7","20.1","0.1","0.7","10.9"
"","high","68.8","40.2","366.8","1.0","0.0","18.4","37.1","0.2","0.0","9.0"
"","low","20.0","13.0","141.0","0.0","5.0","1.0","3.0","0.0","1.4","8.0"
"Skylar Thompson","MIA","102.8","58.5","275.4","0.7","4.1","26.2","20.4","0.0","0.9","10.3"
"","high","102.8","58.5","516.4","1.3","0.3","26.2","40.8","0.0","0.0","12.6"
"","low","102.8","58.5","34.5","0.2","7.9","26.2","0.1","0.0","1.7","1.8"
"Max Duggan","LAC","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","10.1"
"","high","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"","low","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"Nate Sudfeld","DET","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","10.0"
"","high","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","9.7"
"","low","0.0","0.0","185.3","0.5","1.2","0.0","3.8","0.3","0.3","9.7"
"Tanner McKee","PHI","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","9.4"
"","high","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","8.0"
"","low","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","8.0"
"Case Keenum","HOU","146.2","74.2","286.7","0.3","1.5","15.9","1.2","0.0","1.0","9.1"
"","high","146.2","74.2","536.9","0.4","0.1","15.9","2.4","0.0","0.0","13.6"
"","low","146.2","74.2","36.5","0.1","2.9","15.9","0.1","0.0","2.0","1.8"
"Jake Haener","NO","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","9.1"
"","high","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"","low","15.0","10.0","117.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"Matt Barkley","BUF","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","8.4"
"","high","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","7.9"
"","low","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","7.9"
"Tommy DeVito","NYG","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","high","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","low","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"Shane Buechele","KC","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"","high","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"","low","0.0","0.0","16.8","0.1","0.1","0.0","0.1","0.0","0.0","1.0"
"Mason Rudolph","PIT","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"","high","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"","low","0.0","0.0","15.7","0.1","0.1","0.0","0.0","0.0","0.0","0.8"
"Will Grier","DAL","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","high","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","low","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"Josh Johnson","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
""
""
