"Player","Team","ATT","CMP","YDS","TDS","INTS","ATT","YDS","TDS","FL","FPTS"
"Trevor Lawrence","JAC","578.7","378.7","4,090.4","26.9","12.2","62.4","285.3","3.9","5.2","300.9"
"","high","596.8","395.8","4,336.4","30.0","9.1","69.0","311.0","6.8","1.8","348.3"
"","low","562.9","363.3","3,896.5","24.0","14.6","55.8","250.4","2.9","8.0","282.3"
"Kirk Cousins","MIN","593.0","395.1","4,442.9","30.5","12.3","31.6","92.1","1.5","2.8","300.0"
"","high","636.0","429.0","4,619.0","31.7","9.9","41.6","102.4","2.0","0.7","357.2"
"","low","508.2","346.9","4,147.6","27.9","14.0","23.0","63.8","0.9","4.2","285.0"
"Daniel Jones","NYG","518.7","337.3","3,503.6","20.8","10.0","109.6","637.1","4.9","4.1","298.3"
"","high","540.9","355.3","3,668.7","22.1","6.0","122.0","750.8","5.8","1.9","340.8"
"","low","510.6","330.3","3,315.0","19.6","12.0","91.3","553.9","4.0","6.9","269.1"
"Geno Smith","SEA","544.4","370.7","4,048.9","27.1","11.3","62.2","323.1","2.0","3.5","296.1"
"","high","589.0","400.0","4,258.9","28.9","8.8","72.0","366.5","4.0","1.6","362.9"
"","low","467.7","328.1","3,649.8","25.2","13.0","55.4","274.9","1.0","4.2","271.6"
"Aaron Rodgers","NYJ","558.5","361.3","4,051.9","27.9","8.5","35.1","120.1","1.5","2.6","280.9"
"","high","610.0","381.0","4,377.0","29.8","6.0","41.0","163.3","2.0","1.3","329.3"
"","low","487.8","326.8","3,698.1","25.0","11.0","30.0","83.0","1.0","3.7","270.5"
"Tua Tagovailoa","MIA","535.4","350.4","4,117.8","27.1","12.3","43.1","133.3","1.6","1.8","280.4"
"","high","595.6","384.6","4,462.6","30.8","10.6","60.3","165.5","2.6","1.0","323.7"
"","low","487.7","326.0","3,915.0","25.0","15.0","32.1","105.0","1.0","3.9","252.7"
"Russell Wilson","DEN","510.7","321.5","3,790.2","23.9","10.9","63.5","317.4","2.6","2.1","279.6"
"","high","552.6","353.2","3,975.7","27.8","8.6","66.0","355.0","4.0","0.4","309.5"
"","low","447.8","286.7","3,441.3","22.0","13.0","59.0","261.0","1.8","3.8","253.3"
"Jared Goff","DET","568.6","373.4","4,220.4","27.6","11.0","31.2","80.7","1.2","3.5","276.2"
"","high","600.3","389.5","4,441.8","30.5","7.0","35.7","90.6","1.6","1.3","332.0"
"","low","551.0","363.0","3,933.4","24.0","13.3","22.7","69.4","1.0","4.9","244.1"
"Anthony Richardson","IND","489.1","302.4","3,219.6","18.3","13.1","135.8","611.7","4.3","2.3","271.3"
"","high","581.9","378.8","4,308.4","27.3","10.0","200.0","1,039.0","6.0","0.7","308.9"
"","low","443.8","268.7","2,894.7","15.6","19.0","80.8","145.0","1.5","3.8","182.9"
"Derek Carr","NO","512.1","336.9","3,961.4","24.0","11.9","34.2","115.2","1.0","2.6","254.8"
"","high","537.9","357.0","4,198.7","26.6","10.9","36.0","146.4","2.5","0.6","287.1"
"","low","492.0","318.0","3,679.0","23.0","13.0","32.3","81.7","0.0","4.3","238.4"
"Jordan Love","GB","544.5","345.4","3,827.6","23.3","14.5","43.5","168.5","1.5","2.6","252.4"
"","high","602.5","382.7","4,298.5","25.7","12.5","55.7","248.7","2.3","1.0","295.2"
"","low","500.3","315.7","3,524.7","19.8","17.8","16.0","43.0","0.0","4.8","212.0"
"Kenny Pickett","PIT","502.1","318.0","3,317.9","17.7","12.3","67.0","421.4","3.6","1.5","251.8"
"","high","570.0","369.0","3,745.0","21.8","9.2","78.0","1,047.9","7.9","0.7","288.2"
"","low","397.1","233.1","2,209.1","4.9","15.0","58.8","264.9","2.0","3.1","231.6"
"Matthew Stafford","LAR","524.5","348.3","3,954.8","24.1","13.2","30.3","71.3","0.8","2.8","247.8"
"","high","560.3","372.2","4,289.3","25.8","10.6","38.2","121.1","1.3","1.0","304.5"
"","low","488.8","323.9","3,554.0","20.7","17.0","26.0","51.0","0.0","4.0","233.0"
"Brock Purdy","SF","440.0","287.2","3,400.4","23.9","9.8","37.8","118.6","2.1","1.4","243.2"
"","high","542.1","351.3","3,738.9","26.0","6.7","41.4","216.5","3.3","0.8","283.6"
"","low","356.0","242.4","2,986.2","18.8","13.3","35.2","43.0","1.0","2.0","201.3"
"Bryce Young","CAR","521.0","327.2","3,626.2","20.2","12.9","51.4","203.4","1.6","2.3","238.2"
"","high","545.5","349.6","3,851.0","23.2","10.0","73.1","285.2","2.0","0.9","263.6"
"","low","493.0","307.0","3,450.0","17.0","15.7","32.0","145.0","1.0","3.9","207.5"
"Jimmy Garoppolo","LV","486.2","321.3","3,574.8","21.5","11.9","29.9","65.5","1.5","2.3","227.9"
"","high","576.2","380.8","3,887.1","25.3","11.0","32.8","125.8","2.0","1.0","290.2"
"","low","383.2","257.1","3,222.1","18.0","13.0","25.0","40.0","1.0","3.5","187.0"
"Ryan Tannehill","TEN","454.0","295.5","3,282.8","19.1","11.0","41.4","163.8","2.4","2.1","223.2"
"","high","500.7","327.5","3,771.3","22.5","7.0","46.9","192.4","4.6","0.8","243.3"
"","low","394.3","260.9","2,843.5","17.0","19.0","28.0","85.0","1.0","3.1","192.9"
"C.J. Stroud","HOU","512.2","321.0","3,401.9","18.9","14.1","49.4","177.2","1.4","2.4","218.7"
"","high","549.0","345.1","3,612.4","21.4","11.0","63.8","303.9","2.0","0.8","262.4"
"","low","476.4","303.0","3,271.6","14.2","18.0","33.0","109.0","1.0","3.8","185.4"
"Mac Jones","NE","494.2","323.4","3,443.0","18.9","13.4","50.8","149.7","1.2","2.1","217.8"
"","high","562.9","364.6","3,815.1","23.4","11.7","57.0","211.0","1.9","1.2","247.4"
"","low","441.7","293.8","3,080.1","14.9","18.0","46.9","118.0","0.5","3.2","170.0"
"Sam Howell","WAS","499.0","311.0","3,184.5","17.5","12.5","53.2","223.0","1.8","2.2","213.5"
"","high","565.2","355.4","3,894.6","23.0","8.0","70.4","319.4","3.0","0.7","252.4"
"","low","410.0","246.0","2,090.1","10.6","18.0","39.0","108.5","1.0","3.6","148.3"
"Kyler Murray","ARI","420.1","277.3","2,715.4","13.6","9.3","78.7","415.2","2.9","1.9","209.0"
"","high","522.0","336.0","3,160.0","16.0","6.5","93.6","512.8","4.0","0.6","240.0"
"","low","340.0","224.0","2,050.0","12.5","18.0","58.6","329.3","2.0","2.9","168.3"
"Baker Mayfield","TB","480.2","295.0","3,107.2","16.4","11.7","35.7","126.1","1.1","2.4","192.9"
"","high","701.0","439.0","4,151.0","24.2","7.0","47.7","204.1","1.8","0.8","252.0"
"","low","348.2","211.0","2,360.0","11.6","16.7","21.0","85.0","0.7","3.0","138.1"
"Desmond Ridder","ATL","437.1","269.5","2,911.6","16.5","10.2","39.4","171.1","1.4","3.0","192.0"
"","high","502.3","310.9","3,275.1","22.0","6.0","47.0","279.3","2.1","1.1","226.0"
"","low","388.7","241.0","2,685.0","13.0","15.3","21.0","82.0","1.0","4.0","163.8"
"Jacoby Brissett","WAS","174.8","101.5","1,152.3","4.8","3.7","22.7","91.1","0.9","1.6","72.6"
"","high","398.8","218.7","2,032.6","9.4","1.0","42.5","150.9","1.6","0.0","116.9"
"","low","21.0","13.0","141.0","1.0","6.1","5.0","21.0","0.0","4.5","7.0"
"Colt McCoy","ARI","184.6","120.3","1,280.9","4.7","4.9","19.3","63.8","0.5","1.0","72.1"
"","high","303.5","201.9","1,854.8","8.8","3.0","47.0","100.1","1.0","0.0","119.7"
"","low","76.0","46.0","433.0","1.6","7.0","7.0","23.0","0.0","2.2","17.0"
"Kyle Trask","TB","200.9","121.6","1,253.9","5.4","6.1","17.8","50.2","0.2","1.2","69.8"
"","high","341.3","203.5","1,969.2","8.1","1.0","38.2","75.5","0.6","0.0","99.4"
"","low","37.0","22.0","208.0","1.0","11.7","1.0","3.0","0.0","2.5","7.0"
"Will Levis","TEN","129.5","79.8","946.6","3.9","4.5","17.8","59.4","0.3","0.9","55.0"
"","high","318.1","195.4","1,959.3","7.3","1.0","43.1","110.2","0.9","0.0","84.1"
"","low","15.0","9.0","103.0","1.0","8.3","1.0","5.0","0.0","2.4","6.0"
"Trey Lance","DAL","130.4","80.7","796.3","3.0","3.9","23.8","90.9","0.4","0.8","50.1"
"","high","346.3","213.8","2,240.2","6.0","0.7","60.0","212.9","0.8","0.0","111.6"
"","low","17.0","10.0","110.0","1.0","10.9","4.0","17.0","0.0","2.7","7.0"
"Brian Hoyer","LV","98.1","59.5","742.7","4.0","4.0","10.4","32.5","0.2","0.8","44.7"
"","high","123.1","70.4","1,217.1","6.3","2.0","26.7","70.6","0.8","0.0","75.8"
"","low","76.0","46.0","522.0","1.3","8.2","3.0","7.0","0.0","1.8","16.2"
"Taylor Heinicke","ATL","99.0","60.6","705.1","3.8","3.9","18.1","51.0","0.2","1.2","43.4"
"","high","132.1","74.4","856.4","6.0","1.0","30.3","83.6","0.6","0.1","67.7"
"","low","41.0","26.0","294.0","2.0","8.5","6.0","26.0","0.0","2.7","13.0"
"Gardner Minshew II","IND","74.2","46.6","665.2","2.7","2.3","11.9","41.3","0.2","1.2","38.1"
"","high","152.9","94.5","1,240.4","7.1","1.0","20.3","59.2","0.7","0.5","81.8"
"","low","20.0","13.0","128.0","0.2","4.0","5.0","21.0","0.0","2.6","5.0"
"Sam Darnold","SF","124.7","73.4","618.2","2.4","3.8","16.1","46.3","0.1","1.2","33.6"
"","high","280.0","154.5","1,448.1","4.5","0.3","39.7","122.9","0.7","0.0","44.7"
"","low","48.0","32.0","47.9","0.2","13.2","6.0","0.2","0.0","3.7","2.5"
"Mike White","MIA","94.6","56.6","606.9","2.8","3.7","12.6","20.3","0.1","0.6","33.0"
"","high","185.7","107.4","975.9","4.0","2.0","29.4","50.2","0.3","0.0","41.5"
"","low","57.0","35.0","429.0","1.4","9.0","3.0","5.0","0.0","2.0","18.0"
"Brett Rypien","LAR","0.0","0.0","580.3","2.6","3.8","0.0","15.3","0.3","0.2","32.6"
"","high","0.0","0.0","580.3","2.6","3.8","0.0","15.3","0.3","0.2","30.0"
"","low","0.0","0.0","580.3","2.6","3.8","0.0","15.3","0.3","0.2","30.0"
"Bailey Zappe","NE","100.3","61.3","598.8","2.4","3.6","12.0","22.4","0.1","1.1","30.8"
"","high","185.7","107.4","975.9","4.0","1.0","29.4","50.2","0.3","0.2","48.3"
"","low","21.0","14.0","137.0","1.0","9.0","4.0","4.0","0.0","2.0","4.0"
"Clayton Tune","ARI","145.0","86.1","809.2","0.0","5.9","24.7","53.6","0.2","1.7","29.6"
"","high","145.0","86.1","809.2","0.0","5.9","24.7","53.6","0.2","1.7","25.2"
"","low","145.0","86.1","809.2","0.0","5.9","24.7","53.6","0.2","1.7","25.2"
"Davis Mills","HOU","84.6","49.6","516.0","1.6","4.0","14.5","31.7","0.2","0.6","26.4"
"","high","165.9","92.4","820.7","3.1","1.0","33.0","61.6","0.4","0.0","39.7"
"","low","22.0","14.0","138.0","0.0","10.7","5.0","18.0","0.0","1.8","7.0"
"Tyrod Taylor","NYG","42.0","27.2","285.9","2.0","1.3","14.3","59.2","0.2","0.3","24.9"
"","high","67.3","42.1","452.3","3.3","0.0","29.4","145.3","0.5","0.0","34.2"
"","low","21.0","14.0","135.0","1.0","1.9","5.0","22.0","0.0","0.6","9.0"
"Marcus Mariota","PHI","54.6","34.3","325.3","1.6","1.2","15.4","48.8","0.3","0.4","23.8"
"","high","77.0","49.4","465.8","3.4","0.0","35.3","103.1","1.0","0.0","41.5"
"","low","21.0","14.0","125.2","0.0","2.9","6.0","4.7","0.0","0.8","8.5"
"Tyler Huntley","BAL","52.6","32.9","313.6","1.4","1.4","19.8","59.8","0.2","0.5","22.9"
"","high","77.6","46.4","402.6","2.8","1.0","48.9","144.6","0.5","0.0","32.1"
"","low","22.0","13.0","151.0","0.0","1.8","5.0","25.0","0.0","1.1","7.0"
"Andy Dalton","CAR","65.1","40.4","406.6","1.9","2.4","7.5","15.8","0.1","0.4","22.7"
"","high","124.3","75.2","662.2","2.4","1.0","17.6","28.8","0.2","0.0","27.6"
"","low","20.0","12.0","144.0","1.0","6.5","2.0","5.0","0.0","1.2","7.0"
"Mitch Trubisky","PIT","58.2","38.3","359.6","1.6","1.7","8.3","25.2","0.2","0.2","22.6"
"","high","77.0","47.0","525.0","3.0","1.0","15.9","36.4","0.5","0.0","40.7"
"","low","23.0","15.0","150.0","0.0","2.8","5.0","19.0","0.0","0.5","7.0"
"Jarrett Stidham","DEN","60.3","34.1","348.9","2.2","2.3","5.3","10.9","0.1","0.4","21.4"
"","high","121.7","60.6","622.6","4.0","0.9","10.9","20.0","0.2","0.0","40.1"
"","low","22.0","13.0","158.0","0.8","7.0","3.0","5.3","0.0","0.9","7.0"
"Sean Clifford","GB","50.5","31.5","363.8","1.6","2.3","8.4","19.4","0.2","0.5","20.5"
"","high","68.8","43.4","496.5","2.9","0.0","18.4","37.1","0.4","0.0","31.7"
"","low","16.0","11.0","116.0","0.0","5.0","1.0","4.0","0.0","1.4","8.0"
"Hendon Hooker","DET","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","19.9"
"","high","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","16.2"
"","low","105.3","62.0","573.8","0.0","5.4","20.6","43.1","0.2","1.6","16.2"
"Teddy Bridgewater","DET","65.3","35.4","365.9","1.2","1.7","5.2","14.7","0.1","0.2","19.6"
"","high","139.9","69.1","543.8","2.3","0.0","7.7","21.0","0.2","0.0","27.3"
"","low","23.0","15.0","172.0","0.0","3.6","2.9","7.7","0.0","0.6","9.0"
"Joshua Dobbs","ARI","68.3","41.2","372.3","1.4","2.6","11.2","25.3","0.1","0.7","19.6"
"","high","111.0","63.4","561.6","2.2","1.0","27.0","42.5","0.3","0.0","28.6"
"","low","40.0","25.0","233.2","0.5","8.0","5.0","0.8","0.0","1.8","8.0"
"Blaine Gabbert","KC","51.9","30.6","337.5","1.7","2.6","11.2","21.2","0.1","0.5","19.3"
"","high","90.7","51.5","453.0","2.3","0.0","26.5","40.8","0.3","0.0","27.3"
"","low","26.0","16.0","180.0","1.0","7.8","3.0","8.4","0.0","1.7","8.0"
"Trevor Siemian","CIN","68.6","41.6","347.3","1.7","2.7","11.7","17.3","0.1","0.5","19.1"
"","high","111.0","63.4","561.6","3.0","0.9","27.0","42.5","0.2","0.0","23.0"
"","low","37.9","23.5","171.7","0.6","8.0","4.0","0.2","0.0","1.8","8.7"
"Jameis Winston","NO","38.0","26.2","322.2","1.5","1.7","4.6","9.4","0.2","0.2","18.9"
"","high","56.0","39.3","623.7","2.8","1.0","5.0","19.0","0.5","0.0","28.9"
"","low","20.0","13.0","158.0","0.7","3.1","4.1","2.8","0.0","0.5","7.0"
"Nick Mullens","MIN","43.3","32.5","327.5","1.9","2.1","4.7","8.6","0.1","0.7","18.7"
"","high","66.5","55.2","427.9","2.7","1.0","8.2","16.0","0.2","0.2","26.8"
"","low","26.0","18.0","189.0","1.0","3.7","2.0","4.2","0.0","1.2","4.0"
"Zach Wilson","NYJ","94.1","52.6","472.5","0.8","5.2","5.4","13.4","0.2","0.5","18.4"
"","high","154.7","84.2","865.5","1.6","0.8","8.2","28.6","0.2","0.1","20.4"
"","low","33.5","21.0","227.7","0.0","13.5","2.6","0.6","0.1","1.4","15.4"
"Stetson Bennett","LAR","69.1","42.8","355.5","1.1","1.7","8.8","18.2","0.1","0.5","18.3"
"","high","130.4","77.2","720.8","2.6","0.0","22.7","48.7","0.2","0.0","30.7"
"","low","15.0","10.0","42.6","0.0","5.7","1.0","0.3","0.0","1.6","2.1"
"Easton Stick","LAC","64.5","37.8","342.3","1.6","3.6","15.2","20.6","0.2","0.7","18.3"
"","high","90.7","51.5","453.0","2.0","1.0","26.5","40.8","0.4","0.1","18.6"
"","low","38.4","24.2","258.0","1.3","7.8","4.0","5.0","0.0","1.7","10.8"
"C.J. Beathard","JAC","53.8","31.3","330.2","1.5","2.9","11.3","19.6","0.1","0.5","17.8"
"","high","102.8","58.5","516.4","1.9","0.8","26.2","40.8","0.3","0.0","25.0"
"","low","24.0","14.0","147.0","1.0","7.9","3.7","5.0","0.0","1.7","6.0"
"Drew Lock","SEA","50.8","27.8","317.9","1.6","2.7","5.5","16.1","0.1","0.5","17.5"
"","high","96.7","47.0","529.2","2.0","0.9","8.9","18.0","0.3","0.0","21.4"
"","low","22.0","15.0","163.0","1.0","7.1","3.6","14.6","0.0","1.7","7.0"
"P.J. Walker","CHI","70.3","37.4","334.6","1.4","3.2","8.2","18.7","0.1","0.4","17.5"
"","high","153.4","68.5","576.4","2.8","1.0","21.9","52.8","0.3","0.0","27.2"
"","low","21.0","13.0","152.0","0.6","10.4","1.0","0.6","0.0","1.0","6.0"
"Cooper Rush","DAL","38.3","24.3","290.9","1.5","1.3","2.5","5.0","0.0","0.1","16.8"
"","high","53.5","34.5","361.4","1.9","1.0","5.0","11.0","0.1","0.0","19.7"
"","low","23.0","14.0","152.0","1.0","1.5","0.0","0.0","0.0","0.3","6.0"
"Kyle Allen","BUF","61.1","37.9","409.6","1.2","5.2","10.3","25.6","0.2","2.3","15.0"
"","high","99.2","61.7","654.1","1.4","1.0","18.6","39.1","0.3","0.0","13.6"
"","low","23.0","14.0","165.0","1.0","9.3","2.0","12.0","0.0","4.5","6.0"
"Aidan O'Connell","LV","74.2","44.1","330.4","0.5","2.2","11.9","18.8","0.1","0.6","14.6"
"","high","130.4","77.2","720.8","1.0","0.0","22.7","48.7","0.2","0.0","21.6"
"","low","18.0","11.0","132.0","0.0","5.7","1.0","3.7","0.0","1.6","7.6"
"David Blough","ARI","73.0","44.0","269.1","1.2","2.0","4.0","7.3","0.0","0.0","14.5"
"","high","73.0","44.0","417.0","2.0","1.0","4.0","14.0","0.1","0.0","16.0"
"","low","73.0","44.0","121.1","0.5","3.0","4.0","0.6","0.0","0.1","5.4"
"Dorian Thompson-Robinson","CLE","42.2","25.6","254.7","0.8","2.0","8.4","21.9","0.1","0.6","13.3"
"","high","76.7","44.9","411.6","1.4","0.0","19.4","39.5","0.2","0.0","16.6"
"","low","16.0","10.0","115.0","0.0","5.1","1.0","6.0","0.0","1.5","8.0"
"Malik Willis","TEN","79.6","45.5","311.8","0.5","3.4","16.1","22.0","0.0","0.6","12.2"
"","high","139.2","79.9","715.8","1.3","0.7","28.2","45.7","0.1","0.0","19.8"
"","low","20.0","11.0","93.5","0.0","8.4","4.0","1.3","0.0","1.8","1.0"
"Jeff Driskel","ARI","68.8","40.2","366.8","0.0","5.0","18.4","37.1","0.2","1.4","11.8"
"","high","68.8","40.2","366.8","0.0","5.0","18.4","37.1","0.2","1.4","9.0"
"","low","68.8","40.2","366.8","0.0","5.0","18.4","37.1","0.2","1.4","9.0"
"Max Duggan","LAC","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","10.1"
"","high","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"","low","21.0","14.0","144.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"Jaren Hall","MIN","20.0","13.0","142.0","1.0","0.0","1.0","3.0","0.0","0.0","10.0"
"","high","20.0","13.0","142.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"","low","20.0","13.0","142.0","1.0","0.0","1.0","3.0","0.0","0.0","8.0"
"Tanner McKee","PHI","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","9.4"
"","high","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","8.0"
"","low","16.0","10.0","120.0","1.0","0.0","1.0","6.0","0.0","0.0","8.0"
"Jake Haener","NO","15.0","10.0","118.0","1.0","0.0","1.0","4.0","0.0","0.0","9.1"
"","high","15.0","10.0","118.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"","low","15.0","10.0","118.0","1.0","0.0","1.0","4.0","0.0","0.0","8.0"
"Skylar Thompson","MIA","90.7","51.5","243.7","0.7","4.0","26.5","20.4","0.0","0.9","9.1"
"","high","90.7","51.5","453.0","1.3","0.3","26.5","40.8","0.0","0.0","10.8"
"","low","90.7","51.5","34.5","0.2","7.8","26.5","0.1","0.0","1.7","1.8"
"Matt Barkley","BUF","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","8.4"
"","high","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","7.9"
"","low","0.0","0.0","178.4","0.5","1.3","0.0","0.0","0.1","0.1","7.9"
"Case Keenum","HOU","119.6","59.1","225.4","0.3","1.3","10.0","0.6","0.0","0.8","7.3"
"","high","119.6","59.1","414.2","0.4","0.1","10.0","1.2","0.0","0.0","10.2"
"","low","119.6","59.1","36.5","0.1","2.4","10.0","0.1","0.0","1.6","1.8"
"Matt Corral","CAR","68.8","40.2","197.3","0.1","2.6","18.4","19.2","0.1","0.7","6.9"
"","high","68.8","40.2","366.8","0.2","0.1","18.4","37.1","0.2","0.0","9.0"
"","low","68.8","40.2","27.7","0.0","5.0","18.4","1.3","0.0","1.4","1.9"
"Mason Rudolph","PIT","31.0","21.3","74.6","0.5","0.9","17.0","12.3","0.0","0.0","5.5"
"","high","31.0","21.3","133.5","1.0","0.1","17.0","24.6","0.0","0.0","5.1"
"","low","31.0","21.3","15.7","0.1","1.6","17.0","0.0","0.0","0.0","0.8"
"Sam Ehlinger","IND","20.8","11.6","100.1","1.5","7.1","30.3","44.5","0.0","1.6","4.2"
"","high","20.8","11.6","100.1","1.5","7.1","30.3","44.5","0.0","1.6","1.8"
"","low","20.8","11.6","100.1","1.5","7.1","30.3","44.5","0.0","1.6","1.8"
"Shane Buechele","KC","0.0","0.0","34.0","0.1","0.2","0.0","0.2","0.0","0.0","1.7"
"","high","0.0","0.0","34.0","0.1","0.2","0.0","0.2","0.0","0.0","1.6"
"","low","0.0","0.0","34.0","0.1","0.2","0.0","0.2","0.0","0.0","1.6"
"Nate Sudfeld","DET","0.0","0.0","26.3","0.1","0.1","0.0","1.7","0.0","0.0","1.5"
"","high","0.0","0.0","26.3","0.1","0.1","0.0","1.7","0.0","0.0","1.5"
"","low","0.0","0.0","26.3","0.1","0.1","0.0","1.7","0.0","0.0","1.5"
"Tommy DeVito","NYG","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","high","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"","low","0.0","0.0","23.1","0.1","0.1","0.0","0.1","0.0","0.0","1.3"
"Will Grier","DAL","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","high","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"","low","0.0","0.0","9.4","0.0","0.1","0.0","0.0","0.0","0.0","0.4"
"Josh Johnson","BAL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","high","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
""
""
